Customer ID,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data
0396-UKGAI,Yes,1.58,No,Yes,DSL,47,No,Yes,No,Yes,No,No,Yes,Yes
0396-YCHWO,Yes,40.58,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,Yes,Yes
0397-GZBBC,Yes,10.78,Yes,Yes,Fiber Optic,15,No,No,No,No,Yes,Yes,No,Yes
0397-ZXWQF,Yes,47.31,No,No,,0,,,,,,,,
0401-WDBXM,Yes,8.33,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,No
0402-CQAJN,Yes,24.04,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,Yes,Yes,Yes,Yes
0402-OAMEN,Yes,20.56,Yes,No,,0,,,,,,,,
0404-AHASP,Yes,27.97,No,No,,0,,,,,,,,
0404-SWRVG,Yes,14.6,Yes,Yes,Fiber Optic,71,No,No,No,No,No,No,Yes,Yes
0406-BPDVR,Yes,33.49,Yes,Yes,Fiber Optic,8,No,Yes,No,No,Yes,Yes,Yes,Yes
0407-BDJKB,Yes,35.22,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,No,No,Yes
0409-WTMPL,Yes,37.95,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
0410-IPFTY,Yes,12.03,No,Yes,Fiber Optic,9,No,Yes,No,No,No,Yes,Yes,Yes
0411-EZJZE,Yes,20.1,Yes,Yes,DSL,29,No,No,No,No,Yes,No,No,No
0412-UCCNP,Yes,12.28,No,Yes,DSL,48,Yes,No,Yes,Yes,No,No,No,Yes
0415-MOSGF,Yes,26.53,No,Yes,DSL,30,No,No,No,No,No,No,No,Yes
0419-YAAPX,Yes,14.21,No,Yes,Fiber Optic,23,No,Yes,No,No,Yes,No,No,Yes
0420-BWTPW,No,1,,Yes,DSL,16,No,No,No,No,No,No,No,Yes
0420-HLGXF,Yes,10.03,Yes,Yes,Fiber Optic,13,No,No,Yes,No,Yes,Yes,No,Yes
0420-TXVSG,Yes,37.71,Yes,Yes,DSL,15,Yes,Yes,Yes,No,No,No,No,Yes
0422-OHQHQ,Yes,34.63,No,No,,0,,,,,,,,
0422-UXFAP,Yes,47.72,Yes,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,No
0423-UDIJQ,Yes,7.11,No,Yes,DSL,12,No,No,No,Yes,No,No,No,Yes
0426-TIRNE,Yes,15.51,No,No,,0,,,,,,,,
0428-AXXLJ,Yes,3.58,No,No,,0,,,,,,,,
0428-IKYCP,Yes,48.68,No,Yes,Fiber Optic,18,No,No,Yes,No,Yes,No,No,Yes
0430-IHCDJ,Yes,11.75,Yes,Yes,DSL,28,No,No,No,No,No,No,No,Yes
0431-APWVY,Yes,18.31,No,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Yes
0432-CAJZV,Yes,5.39,No,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes
0434-CSFON,Yes,38.15,Yes,Yes,Fiber Optic,14,No,No,Yes,No,Yes,Yes,Yes,Yes
0436-TWFFZ,Yes,8.71,Yes,Yes,DSL,41,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
0439-IFYUN,Yes,21.09,No,Yes,Fiber Optic,18,No,Yes,No,No,No,No,No,No
0440-EKDCF,Yes,33.7,No,Yes,Cable,15,No,Yes,Yes,Yes,No,No,No,Yes
0440-MOGPM,Yes,6.16,Yes,Yes,DSL,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes
0440-QEXBZ,Yes,18.42,Yes,Yes,DSL,22,No,No,No,No,No,No,No,Yes
0440-UEDAI,Yes,33.88,No,Yes,Fiber Optic,6,No,Yes,Yes,Yes,No,Yes,Yes,Yes
0442-TDYUO,Yes,33.06,No,No,,0,,,,,,,,
0442-ZXKVS,Yes,43.71,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
0447-BEMNG,No,1,,Yes,Cable,58,Yes,No,Yes,No,No,Yes,Yes,No
0447-RXSGD,Yes,25.68,Yes,Yes,Fiber Optic,6,No,Yes,No,No,Yes,Yes,Yes,Yes
0454-OKRCT,Yes,34.85,No,Yes,Fiber Optic,27,No,Yes,No,Yes,No,No,No,Yes
0455-ENTCR,Yes,42.85,Yes,Yes,DSL,21,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
0455-XFASS,Yes,1.67,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes
0458-HEUZG,No,1,,Yes,Cable,13,No,No,Yes,Yes,No,No,No,No
0459-SPZHJ,Yes,13.45,Yes,Yes,DSL,69,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
0461-CVKMU,Yes,38.81,No,Yes,Fiber Optic,28,No,Yes,Yes,Yes,No,No,No,Yes
0463-TXOAK,Yes,23.12,Yes,No,,0,,,,,,,,
0463-WZZKO,Yes,16.39,No,No,,0,,,,,,,,
0463-ZSDNT,Yes,30.3,No,Yes,DSL,73,No,No,No,No,No,Yes,Yes,No
0464-WJTKO,Yes,14.17,No,No,,0,,,,,,,,
0468-YRPXN,Yes,48.2,No,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes
0471-ARVMX,Yes,22.74,Yes,Yes,Fiber Optic,18,Yes,No,Yes,No,Yes,Yes,Yes,Yes
0471-LVHGK,Yes,15.91,Yes,Yes,DSL,29,No,No,Yes,No,Yes,Yes,Yes,Yes
0475-RIJEP,Yes,49.13,Yes,Yes,Fiber Optic,25,No,Yes,No,No,No,No,No,Yes
0479-HMSWA,Yes,2.48,No,Yes,Fiber Optic,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0480-BIXDE,Yes,10.68,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,Yes
0480-KYJVA,Yes,47.6,Yes,No,,0,,,,,,,,
0481-SUMCB,Yes,34.12,Yes,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,No,Yes
0484-FFVBJ,Yes,15.52,No,Yes,DSL,12,No,No,No,No,Yes,Yes,Yes,Yes
0484-JPBRU,Yes,41.21,Yes,No,,0,,,,,,,,
0485-ZBSLN,Yes,36.5,Yes,No,,0,,,,,,,,
0486-HECZI,Yes,49.06,Yes,Yes,Fiber Optic,27,Yes,Yes,No,No,Yes,No,No,Yes
0486-LGCCH,Yes,40.76,No,No,,0,,,,,,,,
0487-CRLZF,Yes,7.51,No,Yes,DSL,13,No,No,Yes,Yes,Yes,Yes,Yes,Yes
0487-RPVUM,Yes,15.15,Yes,Yes,Fiber Optic,28,Yes,No,Yes,Yes,Yes,No,No,Yes
0487-VVUVK,Yes,19.09,No,No,,0,,,,,,,,
0488-GSLFR,Yes,8.31,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes
0489-WMEMG,Yes,25.85,No,Yes,Cable,53,No,No,No,Yes,No,No,No,Yes
0491-KAPQG,Yes,28.54,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,Yes,Yes
0495-RVCBF,Yes,33.88,No,Yes,Fiber Optic,26,No,No,No,No,No,Yes,Yes,Yes
0495-ZBNGW,Yes,6.66,Yes,Yes,Fiber Optic,14,No,No,Yes,No,No,No,No,No
0496-AHOOK,Yes,32.86,No,Yes,Cable,30,Yes,No,No,Yes,Yes,Yes,Yes,Yes
0504-HHAPI,Yes,16.94,Yes,Yes,Fiber Optic,11,No,No,Yes,No,No,Yes,No,Yes
0505-SPOOW,Yes,11.71,No,No,,0,,,,,,,,
0506-LVNGN,Yes,42.33,No,Yes,Fiber Optic,9,No,No,Yes,No,No,No,No,Yes
0506-YLVKJ,Yes,45.92,No,No,,0,,,,,,,,
0508-OOLTO,Yes,29.03,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes
0508-SQWPL,Yes,26.67,No,No,,0,,,,,,,,
0511-JTEOY,Yes,10.19,No,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes
0512-FLFDW,Yes,27.68,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,No,Yes
0513-RBGPE,Yes,4.5,Yes,Yes,DSL,9,Yes,No,Yes,Yes,No,No,No,Yes
0515-YPMCW,Yes,42.87,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,No
0516-OOHAR,Yes,7.73,No,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes
0516-QREYC,Yes,18.39,No,No,,0,,,,,,,,
0516-UXRMT,Yes,23.88,Yes,Yes,Fiber Optic,47,Yes,Yes,Yes,No,No,No,No,Yes
0516-VRYBW,Yes,8.95,No,No,,0,,,,,,,,
0516-WJVXC,Yes,3.61,No,Yes,DSL,69,Yes,No,No,Yes,No,No,No,Yes
0519-DRGTI,Yes,42.46,No,No,,0,,,,,,,,
0519-XUZJU,Yes,26,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes
0520-FDVVT,Yes,39.84,No,Yes,Fiber Optic,48,No,Yes,Yes,No,Yes,Yes,Yes,Yes
0523-VNGTF,No,1,,Yes,DSL,23,No,Yes,Yes,Yes,Yes,No,No,Yes
0524-IAVZO,Yes,4.82,Yes,Yes,Fiber Optic,41,No,No,No,No,No,Yes,Yes,Yes
0526-SXDJP,No,1,,Yes,Cable,17,Yes,Yes,Yes,No,No,No,No,Yes
0529-ONKER,Yes,46.38,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes
0530-IJVDB,Yes,26.67,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0531-XBKMM,Yes,32.12,Yes,Yes,DSL,17,Yes,Yes,No,Yes,No,No,No,Yes
0531-ZZJWQ,Yes,42.9,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes
0533-BNWKF,Yes,42.82,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,No
0533-UCAAU,Yes,48.16,Yes,Yes,DSL,10,No,Yes,Yes,No,Yes,No,No,Yes
0536-ACXIP,Yes,44.2,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
0536-BGFMZ,Yes,42.33,No,No,,0,,,,,,,,
0536-ESJEP,Yes,14.18,No,Yes,DSL,25,Yes,Yes,No,No,Yes,Yes,Yes,Yes
0537-QYZZN,Yes,4.06,Yes,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes
0541-FITGH,Yes,48.39,No,Yes,Cable,24,Yes,No,No,No,No,Yes,Yes,Yes
0547-HURJB,Yes,19.38,No,No,,0,,,,,,,,
0549-CYCQN,Yes,24.92,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes
0550-DCXLH,Yes,40.99,No,Yes,DSL,21,No,Yes,No,Yes,Yes,Yes,Yes,Yes
0556-FJEGU,Yes,47.47,No,Yes,DSL,69,No,Yes,Yes,Yes,Yes,No,No,Yes
0557-ASKVU,Yes,44.97,No,Yes,Cable,7,No,No,Yes,Yes,No,No,No,Yes
0559-CKHUS,Yes,49.96,No,No,,0,,,,,,,,
0562-FGDCR,Yes,21.84,Yes,Yes,DSL,30,Yes,Yes,No,Yes,Yes,No,No,Yes
0562-HKHML,Yes,18.99,Yes,No,,0,,,,,,,,
0562-KBDVM,No,1,,Yes,DSL,11,Yes,Yes,Yes,Yes,No,No,No,Yes
0564-JJHGS,Yes,19.22,Yes,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes
0564-MUUQK,Yes,38.71,Yes,Yes,Fiber Optic,48,No,No,Yes,Yes,No,Yes,Yes,Yes
0565-IYCGT,Yes,29.38,Yes,Yes,DSL,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
0565-JUPYD,Yes,21.45,Yes,Yes,Fiber Optic,85,Yes,Yes,Yes,Yes,Yes,No,No,Yes
0567-GGCAC,Yes,15.84,No,Yes,DSL,14,Yes,Yes,Yes,No,No,No,No,Yes
0567-XRHCU,No,1,,Yes,DSL,59,Yes,No,Yes,No,No,Yes,Yes,Yes
0568-ONFPC,Yes,40.05,Yes,No,,0,,,,,,,,
0570-BFQHT,Yes,32.57,No,Yes,Fiber Optic,13,No,Yes,Yes,No,No,No,No,Yes
0572-ZJKLT,Yes,49.26,Yes,Yes,Fiber Optic,18,Yes,No,Yes,Yes,No,Yes,Yes,Yes
0575-CUQOV,Yes,17.05,No,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,No,Yes
0576-WNXXC,Yes,39.49,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,Yes,Yes
0577-WHMEV,Yes,27.83,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,No,No,No,Yes,Yes
0578-SKVMF,Yes,4.01,No,Yes,Cable,53,No,Yes,No,No,No,Yes,Yes,Yes
0580-PIQHM,Yes,14.73,Yes,Yes,Fiber Optic,82,Yes,Yes,Yes,No,No,Yes,Yes,Yes
0581-BXBUB,Yes,35.67,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes
0581-MDMPW,Yes,44.09,Yes,Yes,Fiber Optic,9,No,No,Yes,No,Yes,No,No,Yes
0582-AVCLN,Yes,43.19,No,No,,0,,,,,,,,
0584-BJQGZ,Yes,28.05,Yes,Yes,Cable,85,Yes,Yes,Yes,Yes,Yes,No,No,Yes
0585-EGDDA,Yes,39.22,No,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,Yes
0587-DMGBH,Yes,37.79,No,Yes,Cable,25,Yes,No,No,No,No,No,No,No
0594-UFTUL,Yes,40.2,No,No,,0,,,,,,,,
0595-ITUDF,Yes,34.58,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,No,No,No,No,Yes
0596-BQCEQ,Yes,48.58,No,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes
0599-XNYDO,Yes,43.49,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes
0601-WZHJF,No,1,,Yes,DSL,12,No,No,No,No,Yes,Yes,Yes,Yes
0602-DDUML,Yes,36.14,No,Yes,Cable,48,No,Yes,Yes,Yes,Yes,No,Yes,Yes
0603-OLQDC,Yes,27.07,No,Yes,Cable,29,Yes,No,No,No,Yes,Yes,Yes,Yes
0603-TPMIB,Yes,42.37,Yes,No,,0,,,,,,,,
0604-THJFP,Yes,8.28,No,Yes,DSL,22,No,Yes,No,Yes,Yes,Yes,Yes,Yes
0607-DAAHE,Yes,26.21,No,No,,0,,,,,,,,
0607-MVMGC,Yes,39.82,Yes,Yes,DSL,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes
0608-JDVEC,Yes,1.87,No,No,,0,,,,,,,,
0611-DFXKO,Yes,18.05,No,Yes,Fiber Optic,5,No,No,No,No,Yes,Yes,Yes,Yes
0612-RTZZA,No,1,,Yes,DSL,15,No,No,No,No,No,No,No,Yes
0613-WUXUM,Yes,38.63,No,No,,0,,,,,,,,
0616-ATFGB,No,1,,Yes,Cable,18,No,No,No,No,No,No,No,Yes
0617-AQNWT,No,1,,Yes,DSL,27,Yes,No,Yes,Yes,No,Yes,Yes,Yes
0617-FHSGK,Yes,19.08,Yes,Yes,Fiber Optic,24,No,No,No,No,No,No,No,No
0618-XWMSS,Yes,44.28,No,Yes,Fiber Optic,5,Yes,No,No,No,No,No,No,Yes
0619-OLYUR,Yes,47.83,Yes,Yes,Fiber Optic,27,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
0620-DLSLK,Yes,34.18,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,Yes
0620-XEFWH,Yes,39.04,No,No,,0,,,,,,,,
0621-CXBKL,Yes,10.32,No,No,,0,,,,,,,,
0621-HJWXJ,Yes,21.15,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,Yes
0621-JFHOL,No,1,,Yes,Cable,29,No,No,No,Yes,No,No,No,Yes
0621-TSSMU,Yes,48.87,No,No,,0,,,,,,,,
0621-TWIEM,Yes,34.44,No,Yes,Cable,69,No,No,No,No,No,No,Yes,Yes
0623-EJQEG,Yes,2.72,Yes,Yes,Fiber Optic,16,Yes,No,No,Yes,No,Yes,Yes,No
0623-GDISB,Yes,16.42,No,Yes,Cable,21,Yes,No,No,No,No,No,No,Yes
0623-IIHUG,No,1,,Yes,Cable,8,Yes,No,No,No,Yes,No,No,Yes
0625-AFOHS,Yes,34.44,No,No,,0,,,,,,,,
0626-QXNGV,Yes,37.98,Yes,No,,0,,,,,,,,
0628-CNQRM,Yes,19.8,No,Yes,Cable,17,Yes,No,Yes,Yes,Yes,No,No,Yes
0634-SZPQA,Yes,3.55,Yes,Yes,Fiber Optic,4,Yes,No,No,No,Yes,No,No,Yes
0635-WKOLD,Yes,23.74,Yes,Yes,DSL,22,No,Yes,No,Yes,Yes,No,No,Yes
0637-KVDLV,Yes,17.22,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes
0637-UBJRP,Yes,29.92,No,Yes,Fiber Optic,21,Yes,No,No,No,No,Yes,Yes,Yes
0637-YLETY,Yes,18.99,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,No,Yes,Yes,Yes
0639-TSIQW,Yes,37.5,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,No,Yes,No,No,Yes
0640-YJTPY,Yes,5.7,No,No,,0,,,,,,,,
0641-EVBOJ,Yes,44.97,No,Yes,Fiber Optic,16,Yes,No,No,Yes,No,No,No,No
0643-OKLRP,Yes,38.31,Yes,Yes,Fiber Optic,7,Yes,No,No,No,No,No,No,No
0644-OQMDK,Yes,6.18,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes
0650-BWOZN,Yes,7.51,No,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,Yes
0654-HMSHN,Yes,42.65,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes
0654-PQKDW,Yes,42.05,No,Yes,DSL,20,Yes,No,Yes,Yes,Yes,No,No,Yes
0655-RBDUG,Yes,9.25,Yes,Yes,Fiber Optic,29,No,No,Yes,No,Yes,Yes,Yes,Yes
0655-YDGFJ,Yes,10.06,No,Yes,DSL,25,No,No,Yes,No,No,No,No,Yes
0657-DOGUM,Yes,44.72,Yes,Yes,DSL,13,Yes,No,No,Yes,No,No,No,No
0661-KBKPA,Yes,31.86,Yes,Yes,DSL,56,No,No,Yes,Yes,Yes,Yes,Yes,Yes
0661-KQHNK,Yes,30.01,No,No,,0,,,,,,,,
0661-WCQNQ,Yes,7.68,No,Yes,DSL,7,Yes,No,No,Yes,No,No,No,No
0661-XEYAN,No,1,,Yes,DSL,26,No,No,No,No,No,No,No,No
0665-XHDJU,Yes,34.95,Yes,Yes,Fiber Optic,48,No,Yes,No,No,Yes,Yes,Yes,Yes
0666-UXTJO,Yes,29.66,No,Yes,Fiber Optic,29,No,No,Yes,No,Yes,No,No,Yes
0667-NSRGI,Yes,17.03,Yes,Yes,DSL,15,No,No,Yes,Yes,No,Yes,Yes,Yes
0668-OGMHD,No,1,,Yes,DSL,59,Yes,No,No,No,No,No,No,Yes
0670-ANMUU,Yes,16.57,Yes,Yes,Fiber Optic,5,Yes,No,No,Yes,No,Yes,Yes,Yes
0670-KDOMA,Yes,28.18,No,No,,0,,,,,,,,
0673-IGUQO,Yes,30.09,No,No,,0,,,,,,,,
0674-DGMAQ,Yes,43.54,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,No,Yes,No,Yes
0674-EYYZV,Yes,36.33,No,Yes,DSL,4,No,No,No,No,Yes,No,No,Yes
0674-GCDXG,Yes,42.59,Yes,Yes,DSL,85,Yes,No,Yes,Yes,No,Yes,Yes,Yes
0675-NCDYU,Yes,28.86,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0678-RLHVP,Yes,12.92,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,Yes,Yes,Yes,Yes
0679-IDSTG,Yes,37.3,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes
0679-TDGAK,Yes,31.83,No,Yes,Cable,47,Yes,No,No,Yes,Yes,Yes,Yes,No
0680-DFNNY,Yes,40.7,Yes,Yes,Fiber Optic,29,No,No,Yes,No,Yes,Yes,Yes,Yes
0682-USIXD,Yes,14.81,No,Yes,Fiber Optic,25,No,No,No,Yes,Yes,No,No,Yes
0684-AOSIH,Yes,12.04,No,Yes,Cable,5,Yes,No,No,No,Yes,Yes,Yes,Yes
0685-MLYYM,Yes,9.86,No,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes
0687-ZVTHB,Yes,26.75,Yes,Yes,Cable,51,Yes,Yes,Yes,No,No,Yes,Yes,Yes
0689-DSXGL,Yes,16.87,No,Yes,Fiber Optic,24,No,Yes,Yes,Yes,No,No,No,Yes
0689-NKYLF,Yes,35.4,No,Yes,Fiber Optic,18,No,No,Yes,No,Yes,No,No,Yes
0690-SRQID,Yes,18.28,No,No,,0,,,,,,,,
0691-IFBQW,Yes,2.37,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
0691-JVSYA,Yes,40.62,No,Yes,Fiber Optic,73,No,No,Yes,No,Yes,Yes,Yes,Yes
0691-NIKRI,Yes,16.73,Yes,Yes,Fiber Optic,14,No,No,Yes,Yes,Yes,Yes,Yes,Yes
0696-UKTOX,Yes,8.4,No,Yes,Cable,27,No,Yes,No,Yes,No,No,No,No
0697-ZMSWS,Yes,6.91,Yes,Yes,Fiber Optic,53,No,No,No,No,No,Yes,Yes,Yes
0699-NDKJM,No,1,,Yes,Cable,22,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
0701-RFGFI,Yes,8.18,Yes,Yes,Fiber Optic,53,No,No,No,No,Yes,Yes,Yes,Yes
0701-TJSEF,Yes,32.31,No,Yes,Cable,24,Yes,No,Yes,Yes,No,Yes,Yes,Yes
0702-PGIBZ,Yes,26.16,Yes,Yes,Fiber Optic,85,No,Yes,No,No,Yes,Yes,Yes,Yes
0704-VCUMB,Yes,10.94,No,No,,0,,,,,,,,
0707-HOVVN,Yes,47.27,Yes,Yes,Cable,3,No,Yes,Yes,Yes,Yes,No,No,Yes
0708-LGSMF,Yes,14.32,Yes,Yes,DSL,4,Yes,No,No,No,No,Yes,Yes,Yes
0708-SJDIS,Yes,45.28,Yes,Yes,Cable,27,No,No,No,Yes,Yes,No,No,Yes
0709-TVGUR,Yes,17.56,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes
0716-BQNDX,Yes,2.21,Yes,Yes,Fiber Optic,11,Yes,No,No,Yes,No,Yes,Yes,Yes
0719-SYFRB,Yes,36.24,Yes,Yes,DSL,30,Yes,No,Yes,Yes,No,No,No,Yes
0722-SVSFK,Yes,39.02,No,Yes,Fiber Optic,25,No,No,Yes,Yes,Yes,Yes,Yes,Yes
0722-TROQR,Yes,26.23,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes
0723-DRCLG,Yes,31.27,Yes,Yes,Fiber Optic,11,No,No,No,No,No,No,No,No
0723-FDLAY,Yes,49.57,Yes,Yes,Cable,21,No,Yes,Yes,Yes,Yes,Yes,Yes,No
0723-VSOBE,No,1,,Yes,Cable,4,No,No,No,No,No,Yes,No,No
0725-CXOTM,Yes,44.7,Yes,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
0727-BMPLR,Yes,37.38,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,Yes,No
0727-BNRLG,Yes,49.35,Yes,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,No,No,Yes
0727-IWKVK,Yes,19.18,No,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,Yes
0730-BGQGF,Yes,15.71,Yes,Yes,DSL,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
0730-KOAVE,Yes,41.66,Yes,Yes,Fiber Optic,28,Yes,Yes,No,No,No,Yes,Yes,Yes
0731-EBJQB,Yes,5.65,No,No,,0,,,,,,,,
0732-OCQOC,Yes,5.32,Yes,No,,0,,,,,,,,
0733-VUNUW,Yes,8.99,Yes,Yes,DSL,5,Yes,No,No,No,No,No,No,No
0734-OXWBT,Yes,25.04,No,Yes,Cable,17,No,No,No,Yes,Yes,Yes,Yes,Yes
0739-UUAJR,No,1,,Yes,Cable,14,Yes,No,Yes,No,Yes,Yes,Yes,Yes
0742-LAFQK,Yes,28.86,Yes,Yes,Fiber Optic,8,Yes,Yes,Yes,No,No,Yes,Yes,Yes
0742-MOABM,Yes,9.67,No,Yes,Cable,22,No,No,No,Yes,No,No,No,Yes
0742-NXBGR,Yes,33.41,No,Yes,Fiber Optic,28,No,Yes,Yes,No,No,No,No,Yes
0743-HNPFG,Yes,17.95,No,Yes,DSL,14,Yes,Yes,No,Yes,No,Yes,Yes,Yes
0743-HRVFF,No,1,,Yes,DSL,76,No,No,Yes,Yes,Yes,Yes,Yes,Yes
0744-BIKKF,Yes,11.41,Yes,Yes,DSL,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0744-GKNGE,Yes,27.74,Yes,Yes,Fiber Optic,12,Yes,No,No,Yes,No,No,No,Yes
0746-JTRFU,No,1,,Yes,Cable,73,No,No,No,No,No,No,Yes,Yes
0748-RDGGM,Yes,39.63,No,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0749-IRGQE,No,1,,Yes,DSL,9,No,No,No,No,Yes,Yes,No,Yes
0750-EBAIU,Yes,31.31,No,Yes,Fiber Optic,12,Yes,No,Yes,No,Yes,No,No,Yes
0750-EKNGL,Yes,47.19,No,No,,0,,,,,,,,
0754-EEBDC,Yes,24.57,No,No,,0,,,,,,,,
0754-UKWQP,Yes,37.43,No,Yes,Fiber Optic,18,No,No,Yes,No,Yes,Yes,Yes,Yes
0756-MPZRL,No,1,,Yes,DSL,18,No,No,Yes,Yes,No,No,No,Yes
0757-WCUUZ,Yes,36.09,Yes,Yes,DSL,59,No,No,Yes,No,No,Yes,Yes,Yes
0761-AETCS,Yes,25.62,No,No,,0,,,,,,,,
0769-MURVM,No,1,,Yes,Cable,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0771-CHWSK,Yes,45.57,Yes,Yes,DSL,11,Yes,Yes,Yes,No,No,Yes,Yes,Yes
0771-WLCLA,Yes,46.45,Yes,Yes,Fiber Optic,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
0772-GYEQQ,Yes,49.4,No,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,No,No,Yes
0774-IFUVM,Yes,16.71,Yes,Yes,DSL,59,Yes,No,No,No,Yes,No,No,Yes
0774-RMNUW,No,1,,Yes,Cable,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
0778-NELLA,No,1,,Yes,DSL,9,No,No,No,No,Yes,No,No,Yes
0780-XNZFN,Yes,1.69,No,No,,0,,,,,,,,
0781-LKXBR,Yes,48.71,Yes,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes
0784-GTUUK,Yes,32.28,Yes,No,,0,,,,,,,,
0784-ZQJZX,Yes,31.93,No,No,,0,,,,,,,,
0786-IVLAW,Yes,3.57,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,No,Yes
0786-VSSUD,No,1,,Yes,DSL,24,No,Yes,No,No,Yes,No,No,Yes
0787-LHDYT,Yes,33.44,No,No,,0,,,,,,,,
